evaluation_id,student_id,subject_id,evaluation_date,comments,point
3781,OGB/2024/420,subject_25,2024-10-03,Good performance,8
3782,OGB/2024/420,subject_14,2024-10-03,Average performance,4
3783,OGB/2024/420,subject_18,2024-10-02,Excellent performance,10
3784,OGB/2024/420,subject_5,2024-09-11,Very bad performance,0
3785,OGB/2024/420,subject_24,2024-09-29,Excellent performance,10
3786,OGB/2024/420,subject_21,2024-10-02,Below average performance,2
3787,OGB/2024/420,subject_13,2024-09-23,Below average performance,2
3788,OGB/2024/420,subject_6,2024-09-09,Very bad performance,0
3789,OGB/2024/420,subject_26,2024-09-27,Very bad performance,0
3790,OGB/2024/420,subject_17,2024-10-01,Very bad performance,0
3791,OGB/2024/421,subject_26,2024-09-12,Excellent performance,10
3792,OGB/2024/421,subject_27,2024-09-15,Very bad performance,0
3793,OGB/2024/421,subject_13,2024-09-13,Excellent performance,10
3794,OGB/2024/421,subject_6,2024-09-21,Excellent performance,10
3795,OGB/2024/421,subject_25,2024-09-16,Average performance,4
3796,OGB/2024/421,subject_5,2024-10-05,Excellent performance,10
3797,OGB/2024/421,subject_2,2024-09-29,Very bad performance,0
3798,OGB/2024/421,subject_24,2024-09-14,Fair performance,6
3799,OGB/2024/421,subject_1,2024-09-24,Below average performance,2
3800,OGB/2024/421,subject_28,2024-10-06,Good performance,8
3801,OGB/2024/422,subject_1,2024-09-24,Good performance,8
3802,OGB/2024/422,subject_5,2024-09-25,Very bad performance,0
3803,OGB/2024/422,subject_10,2024-09-25,Fair performance,6
3804,OGB/2024/422,subject_8,2024-10-02,Good performance,8
3805,OGB/2024/422,subject_3,2024-09-20,Fair performance,6
3806,OGB/2024/422,subject_6,2024-09-30,Excellent performance,10
3807,OGB/2024/422,subject_9,2024-09-15,Good performance,8
3808,OGB/2024/422,subject_7,2024-09-08,Excellent performance,10
3809,OGB/2024/422,subject_2,2024-09-24,Below average performance,2
3810,OGB/2024/422,subject_4,2024-09-24,Excellent performance,10
3811,OGB/2024/423,subject_23,2024-09-14,Very bad performance,0
3812,OGB/2024/423,subject_26,2024-09-21,Fair performance,6
3813,OGB/2024/423,subject_22,2024-10-04,Excellent performance,10
3814,OGB/2024/423,subject_21,2024-09-30,Average performance,4
3815,OGB/2024/423,subject_1,2024-10-07,Fair performance,6
3816,OGB/2024/423,subject_28,2024-09-24,Excellent performance,10
3817,OGB/2024/423,subject_14,2024-09-21,Good performance,8
3818,OGB/2024/423,subject_18,2024-10-04,Excellent performance,10
3819,OGB/2024/423,subject_17,2024-09-09,Good performance,8
3820,OGB/2024/423,subject_15,2024-10-07,Good performance,8
3821,OGB/2024/424,subject_9,2024-09-16,Average performance,4
3822,OGB/2024/424,subject_8,2024-09-15,Good performance,8
3823,OGB/2024/424,subject_10,2024-09-29,Average performance,4
3824,OGB/2024/424,subject_4,2024-09-26,Very bad performance,0
3825,OGB/2024/424,subject_7,2024-09-30,Fair performance,6
3826,OGB/2024/424,subject_2,2024-09-23,Very bad performance,0
3827,OGB/2024/424,subject_1,2024-09-15,Excellent performance,10
3828,OGB/2024/424,subject_5,2024-09-27,Excellent performance,10
3829,OGB/2024/424,subject_6,2024-09-25,Excellent performance,10
3830,OGB/2024/425,subject_6,2024-09-11,Below average performance,2
3831,OGB/2024/425,subject_3,2024-09-07,Below average performance,2
3832,OGB/2024/425,subject_1,2024-10-02,Excellent performance,10
3833,OGB/2024/425,subject_4,2024-09-11,Very bad performance,0
3834,OGB/2024/425,subject_8,2024-09-21,Very bad performance,0
3835,OGB/2024/425,subject_9,2024-09-20,Good performance,8
3836,OGB/2024/425,subject_7,2024-09-29,Good performance,8
3837,OGB/2024/425,subject_5,2024-09-22,Below average performance,2
3838,OGB/2024/425,subject_10,2024-09-09,Good performance,8
3839,OGB/2024/425,subject_2,2024-10-06,Good performance,8
3840,OGB/2024/426,subject_4,2024-09-09,Excellent performance,10
3841,OGB/2024/426,subject_8,2024-10-07,Very bad performance,0
3842,OGB/2024/426,subject_9,2024-09-12,Very bad performance,0
3843,OGB/2024/426,subject_1,2024-10-02,Good performance,8
3844,OGB/2024/426,subject_7,2024-09-30,Excellent performance,10
3845,OGB/2024/426,subject_5,2024-10-07,Good performance,8
3846,OGB/2024/426,subject_2,2024-10-04,Very bad performance,0
3847,OGB/2024/426,subject_3,2024-09-29,Below average performance,2
3848,OGB/2024/426,subject_10,2024-10-04,Good performance,8
3849,OGB/2024/427,subject_2,2024-10-06,Fair performance,6
3850,OGB/2024/427,subject_5,2024-10-05,Below average performance,2
3851,OGB/2024/427,subject_9,2024-09-14,Excellent performance,10
3852,OGB/2024/427,subject_6,2024-09-14,Fair performance,6
3853,OGB/2024/427,subject_10,2024-09-15,Excellent performance,10
3854,OGB/2024/427,subject_1,2024-09-21,Good performance,8
3855,OGB/2024/427,subject_3,2024-09-16,Very bad performance,0
3856,OGB/2024/427,subject_8,2024-09-26,Good performance,8
3857,OGB/2024/427,subject_4,2024-09-23,Very bad performance,0
3858,OGB/2024/428,subject_21,2024-10-05,Below average performance,2
3859,OGB/2024/428,subject_5,2024-10-02,Very bad performance,0
3860,OGB/2024/428,subject_17,2024-09-12,Good performance,8
3861,OGB/2024/428,subject_25,2024-10-02,Excellent performance,10
3862,OGB/2024/428,subject_24,2024-10-05,Very bad performance,0
3863,OGB/2024/428,subject_26,2024-10-04,Below average performance,2
3864,OGB/2024/428,subject_13,2024-09-08,Very bad performance,0
3865,OGB/2024/428,subject_6,2024-09-07,Good performance,8
3866,OGB/2024/428,subject_16,2024-09-11,Good performance,8
3867,OGB/2024/428,subject_15,2024-09-07,Excellent performance,10
3868,OGB/2024/429,subject_22,2024-09-13,Good performance,8
3869,OGB/2024/429,subject_5,2024-09-24,Very bad performance,0
3870,OGB/2024/429,subject_1,2024-09-28,Excellent performance,10
3871,OGB/2024/429,subject_2,2024-09-14,Below average performance,2
3872,OGB/2024/429,subject_27,2024-09-07,Below average performance,2
3873,OGB/2024/429,subject_15,2024-10-07,Good performance,8
3874,OGB/2024/429,subject_14,2024-09-18,Excellent performance,10
3875,OGB/2024/429,subject_28,2024-09-10,Excellent performance,10
3876,OGB/2024/429,subject_17,2024-10-07,Very bad performance,0
3877,OGB/2024/430,subject_5,2024-09-24,Below average performance,2
3878,OGB/2024/430,subject_27,2024-09-09,Good performance,8
3879,OGB/2024/430,subject_13,2024-09-07,Good performance,8
3880,OGB/2024/430,subject_18,2024-09-25,Excellent performance,10
3881,OGB/2024/430,subject_17,2024-10-06,Below average performance,2
3882,OGB/2024/430,subject_21,2024-09-20,Excellent performance,10
3883,OGB/2024/430,subject_23,2024-09-08,Good performance,8
3884,OGB/2024/430,subject_24,2024-10-01,Fair performance,6
3885,OGB/2024/430,subject_6,2024-10-04,Very bad performance,0
3886,OGB/2024/430,subject_16,2024-09-23,Good performance,8
3887,OGB/2024/431,subject_14,2024-09-08,Good performance,8
3888,OGB/2024/431,subject_6,2024-09-16,Very bad performance,0
3889,OGB/2024/431,subject_23,2024-10-06,Excellent performance,10
3890,OGB/2024/431,subject_5,2024-09-08,Very bad performance,0
3891,OGB/2024/431,subject_17,2024-09-13,Fair performance,6
3892,OGB/2024/431,subject_1,2024-10-05,Below average performance,2
3893,OGB/2024/431,subject_22,2024-09-14,Excellent performance,10
3894,OGB/2024/431,subject_25,2024-09-28,Good performance,8
3895,OGB/2024/431,subject_13,2024-09-25,Good performance,8
3896,OGB/2024/432,subject_28,2024-09-16,Below average performance,2
3897,OGB/2024/432,subject_26,2024-09-26,Average performance,4
3898,OGB/2024/432,subject_17,2024-09-25,Good performance,8
3899,OGB/2024/432,subject_1,2024-09-25,Fair performance,6
3900,OGB/2024/432,subject_2,2024-09-18,Good performance,8
3901,OGB/2024/432,subject_13,2024-09-26,Excellent performance,10
3902,OGB/2024/432,subject_14,2024-09-25,Below average performance,2
3903,OGB/2024/432,subject_25,2024-09-24,Excellent performance,10
3904,OGB/2024/432,subject_6,2024-09-25,Average performance,4
3905,OGB/2024/433,subject_8,2024-09-14,Very bad performance,0
3906,OGB/2024/433,subject_7,2024-10-02,Good performance,8
3907,OGB/2024/433,subject_6,2024-10-04,Average performance,4
3908,OGB/2024/433,subject_10,2024-10-05,Very bad performance,0
3909,OGB/2024/433,subject_5,2024-09-30,Average performance,4
3910,OGB/2024/433,subject_9,2024-09-19,Fair performance,6
3911,OGB/2024/433,subject_4,2024-10-02,Below average performance,2
3912,OGB/2024/433,subject_3,2024-10-06,Very bad performance,0
3913,OGB/2024/433,subject_1,2024-09-09,Very bad performance,0
3914,OGB/2024/433,subject_2,2024-09-29,Excellent performance,10
3915,OGB/2024/434,subject_23,2024-09-26,Good performance,8
3916,OGB/2024/434,subject_13,2024-09-11,Very bad performance,0
3917,OGB/2024/434,subject_22,2024-09-13,Below average performance,2
3918,OGB/2024/434,subject_26,2024-09-24,Excellent performance,10
3919,OGB/2024/434,subject_21,2024-09-17,Fair performance,6
3920,OGB/2024/434,subject_14,2024-09-13,Good performance,8
3921,OGB/2024/434,subject_17,2024-10-06,Good performance,8
3922,OGB/2024/434,subject_24,2024-09-27,Excellent performance,10
3923,OGB/2024/435,subject_1,2024-09-13,Average performance,4
3924,OGB/2024/435,subject_18,2024-10-03,Good performance,8
3925,OGB/2024/435,subject_14,2024-09-17,Below average performance,2
3926,OGB/2024/435,subject_5,2024-09-24,Excellent performance,10
3927,OGB/2024/435,subject_2,2024-10-06,Excellent performance,10
3928,OGB/2024/435,subject_24,2024-09-23,Fair performance,6
3929,OGB/2024/435,subject_27,2024-10-02,Below average performance,2
3930,OGB/2024/435,subject_21,2024-09-08,Excellent performance,10
3931,OGB/2024/435,subject_28,2024-09-24,Excellent performance,10
3932,OGB/2024/435,subject_16,2024-09-30,Excellent performance,10
3933,OGB/2024/436,subject_8,2024-10-05,Excellent performance,10
3934,OGB/2024/436,subject_3,2024-10-01,Very bad performance,0
3935,OGB/2024/436,subject_7,2024-09-17,Very bad performance,0
3936,OGB/2024/436,subject_9,2024-09-23,Very bad performance,0
3937,OGB/2024/436,subject_2,2024-09-13,Excellent performance,10
3938,OGB/2024/436,subject_1,2024-09-12,Very bad performance,0
3939,OGB/2024/436,subject_4,2024-10-07,Fair performance,6
3940,OGB/2024/436,subject_5,2024-09-19,Fair performance,6
3941,OGB/2024/436,subject_10,2024-09-14,Excellent performance,10
3942,OGB/2024/437,subject_6,2024-09-15,Fair performance,6
3943,OGB/2024/437,subject_27,2024-10-01,Fair performance,6
3944,OGB/2024/437,subject_25,2024-09-08,Good performance,8
3945,OGB/2024/437,subject_14,2024-09-23,Average performance,4
3946,OGB/2024/437,subject_26,2024-10-01,Below average performance,2
3947,OGB/2024/437,subject_15,2024-09-18,Below average performance,2
3948,OGB/2024/437,subject_21,2024-09-26,Excellent performance,10
3949,OGB/2024/437,subject_1,2024-09-13,Very bad performance,0
3950,OGB/2024/438,subject_24,2024-09-18,Excellent performance,10
3951,OGB/2024/438,subject_21,2024-10-02,Very bad performance,0
3952,OGB/2024/438,subject_1,2024-09-30,Average performance,4
3953,OGB/2024/438,subject_2,2024-09-23,Very bad performance,0
3954,OGB/2024/438,subject_29,2024-09-09,Very bad performance,0
3955,OGB/2024/438,subject_22,2024-09-07,Below average performance,2
3956,OGB/2024/438,subject_18,2024-10-06,Good performance,8
3957,OGB/2024/438,subject_15,2024-09-11,Excellent performance,10
3958,OGB/2024/438,subject_25,2024-09-13,Good performance,8
3959,OGB/2024/439,subject_3,2024-09-24,Excellent performance,10
3960,OGB/2024/439,subject_2,2024-09-18,Fair performance,6
3961,OGB/2024/439,subject_6,2024-10-07,Very bad performance,0
3962,OGB/2024/439,subject_10,2024-09-27,Excellent performance,10
3963,OGB/2024/439,subject_7,2024-09-24,Fair performance,6
3964,OGB/2024/439,subject_1,2024-09-09,Fair performance,6
3965,OGB/2024/439,subject_4,2024-10-04,Excellent performance,10
3966,OGB/2024/439,subject_9,2024-09-21,Fair performance,6
3967,OGB/2024/439,subject_5,2024-10-07,Very bad performance,0
3968,OGB/2024/439,subject_8,2024-09-19,Good performance,8
3969,OGB/2024/440,subject_21,2024-09-15,Excellent performance,10
3970,OGB/2024/440,subject_13,2024-09-25,Very bad performance,0
3971,OGB/2024/440,subject_6,2024-09-18,Below average performance,2
3972,OGB/2024/440,subject_23,2024-09-30,Excellent performance,10
3973,OGB/2024/440,subject_16,2024-09-22,Fair performance,6
3974,OGB/2024/440,subject_26,2024-10-04,Fair performance,6
3975,OGB/2024/440,subject_5,2024-09-30,Excellent performance,10
3976,OGB/2024/440,subject_27,2024-09-25,Excellent performance,10
3977,OGB/2024/441,subject_7,2024-09-13,Good performance,8
3978,OGB/2024/441,subject_9,2024-09-10,Below average performance,2
3979,OGB/2024/441,subject_4,2024-10-06,Good performance,8
3980,OGB/2024/441,subject_3,2024-09-16,Fair performance,6
3981,OGB/2024/441,subject_2,2024-09-13,Below average performance,2
3982,OGB/2024/441,subject_6,2024-09-14,Fair performance,6
3983,OGB/2024/441,subject_1,2024-09-18,Average performance,4
3984,OGB/2024/441,subject_10,2024-09-10,Good performance,8
3985,OGB/2024/442,subject_2,2024-09-25,Fair performance,6
3986,OGB/2024/442,subject_1,2024-09-29,Excellent performance,10
3987,OGB/2024/442,subject_3,2024-09-11,Fair performance,6
3988,OGB/2024/442,subject_7,2024-10-04,Average performance,4
3989,OGB/2024/442,subject_5,2024-09-14,Below average performance,2
3990,OGB/2024/442,subject_9,2024-09-20,Excellent performance,10
3991,OGB/2024/442,subject_10,2024-09-08,Very bad performance,0
3992,OGB/2024/442,subject_4,2024-09-10,Fair performance,6
3993,OGB/2024/443,subject_9,2024-10-02,Very bad performance,0
3994,OGB/2024/443,subject_8,2024-09-11,Fair performance,6
3995,OGB/2024/443,subject_10,2024-09-09,Below average performance,2
3996,OGB/2024/443,subject_5,2024-09-17,Fair performance,6
3997,OGB/2024/443,subject_1,2024-10-02,Excellent performance,10
3998,OGB/2024/443,subject_6,2024-09-08,Good performance,8
3999,OGB/2024/443,subject_7,2024-09-24,Excellent performance,10
4000,OGB/2024/443,subject_4,2024-09-10,Excellent performance,10
4001,OGB/2024/444,subject_1,2024-09-16,Below average performance,2
4002,OGB/2024/444,subject_9,2024-09-28,Very bad performance,0
4003,OGB/2024/444,subject_3,2024-09-10,Very bad performance,0
4004,OGB/2024/444,subject_6,2024-09-20,Below average performance,2
4005,OGB/2024/444,subject_4,2024-09-08,Fair performance,6
4006,OGB/2024/444,subject_10,2024-09-08,Excellent performance,10
4007,OGB/2024/444,subject_2,2024-09-19,Good performance,8
4008,OGB/2024/444,subject_8,2024-09-21,Excellent performance,10
4009,OGB/2024/444,subject_7,2024-09-18,Below average performance,2
4010,OGB/2024/445,subject_3,2024-09-30,Fair performance,6
4011,OGB/2024/445,subject_1,2024-10-01,Fair performance,6
4012,OGB/2024/445,subject_4,2024-10-07,Very bad performance,0
4013,OGB/2024/445,subject_2,2024-09-23,Fair performance,6
4014,OGB/2024/445,subject_9,2024-09-13,Excellent performance,10
4015,OGB/2024/445,subject_10,2024-09-27,Good performance,8
4016,OGB/2024/445,subject_5,2024-09-19,Very bad performance,0
4017,OGB/2024/445,subject_6,2024-09-13,Good performance,8
4018,OGB/2024/446,subject_14,2024-10-01,Fair performance,6
4019,OGB/2024/446,subject_5,2024-10-06,Below average performance,2
4020,OGB/2024/446,subject_1,2024-09-07,Very bad performance,0
4021,OGB/2024/446,subject_28,2024-09-09,Good performance,8
4022,OGB/2024/446,subject_15,2024-09-23,Very bad performance,0
4023,OGB/2024/446,subject_25,2024-09-12,Very bad performance,0
4024,OGB/2024/446,subject_23,2024-10-01,Excellent performance,10
4025,OGB/2024/446,subject_16,2024-09-25,Good performance,8
4026,OGB/2024/446,subject_21,2024-09-26,Good performance,8
4027,OGB/2024/447,subject_3,2024-10-07,Excellent performance,10
4028,OGB/2024/447,subject_7,2024-09-09,Very bad performance,0
4029,OGB/2024/447,subject_2,2024-09-29,Fair performance,6
4030,OGB/2024/447,subject_8,2024-09-17,Below average performance,2
4031,OGB/2024/447,subject_4,2024-10-01,Good performance,8
4032,OGB/2024/447,subject_1,2024-10-07,Excellent performance,10
4033,OGB/2024/447,subject_6,2024-09-10,Excellent performance,10
4034,OGB/2024/447,subject_9,2024-09-23,Excellent performance,10
4035,OGB/2024/448,subject_29,2024-09-07,Average performance,4
4036,OGB/2024/448,subject_13,2024-09-12,Excellent performance,10
4037,OGB/2024/448,subject_25,2024-09-23,Below average performance,2
4038,OGB/2024/448,subject_5,2024-10-05,Excellent performance,10
4039,OGB/2024/448,subject_2,2024-09-11,Very bad performance,0
4040,OGB/2024/448,subject_26,2024-09-24,Very bad performance,0
4041,OGB/2024/448,subject_18,2024-10-04,Excellent performance,10
4042,OGB/2024/448,subject_24,2024-09-23,Good performance,8
4043,OGB/2024/448,subject_17,2024-09-11,Good performance,8
4044,OGB/2024/448,subject_27,2024-10-05,Below average performance,2
4045,OGB/2024/449,subject_2,2024-10-01,Fair performance,6
4046,OGB/2024/449,subject_8,2024-09-09,Excellent performance,10
4047,OGB/2024/449,subject_10,2024-09-07,Fair performance,6
4048,OGB/2024/449,subject_1,2024-10-03,Fair performance,6
4049,OGB/2024/449,subject_7,2024-09-08,Fair performance,6
4050,OGB/2024/449,subject_4,2024-09-22,Below average performance,2
4051,OGB/2024/449,subject_3,2024-09-27,Fair performance,6
4052,OGB/2024/449,subject_5,2024-09-09,Good performance,8
4053,OGB/2024/450,subject_15,2024-09-21,Fair performance,6
4054,OGB/2024/450,subject_16,2024-09-14,Very bad performance,0
4055,OGB/2024/450,subject_5,2024-09-19,Excellent performance,10
4056,OGB/2024/450,subject_6,2024-09-25,Very bad performance,0
4057,OGB/2024/450,subject_26,2024-09-28,Average performance,4
4058,OGB/2024/450,subject_29,2024-09-29,Very bad performance,0
4059,OGB/2024/450,subject_27,2024-09-28,Below average performance,2
4060,OGB/2024/450,subject_22,2024-09-24,Fair performance,6
4061,OGB/2024/451,subject_7,2024-10-02,Fair performance,6
4062,OGB/2024/451,subject_4,2024-09-23,Very bad performance,0
4063,OGB/2024/451,subject_10,2024-09-13,Excellent performance,10
4064,OGB/2024/451,subject_9,2024-10-05,Excellent performance,10
4065,OGB/2024/451,subject_2,2024-09-23,Very bad performance,0
4066,OGB/2024/451,subject_1,2024-10-05,Good performance,8
4067,OGB/2024/451,subject_3,2024-10-01,Very bad performance,0
4068,OGB/2024/451,subject_6,2024-09-25,Fair performance,6
4069,OGB/2024/451,subject_5,2024-09-17,Fair performance,6
4070,OGB/2024/451,subject_8,2024-09-11,Very bad performance,0
4071,OGB/2024/452,subject_8,2024-10-02,Excellent performance,10
4072,OGB/2024/452,subject_9,2024-09-23,Below average performance,2
4073,OGB/2024/452,subject_6,2024-09-17,Very bad performance,0
4074,OGB/2024/452,subject_3,2024-09-12,Excellent performance,10
4075,OGB/2024/452,subject_4,2024-10-06,Fair performance,6
4076,OGB/2024/452,subject_10,2024-10-05,Excellent performance,10
4077,OGB/2024/452,subject_7,2024-09-16,Excellent performance,10
4078,OGB/2024/452,subject_2,2024-10-04,Very bad performance,0
4079,OGB/2024/453,subject_29,2024-09-13,Good performance,8
4080,OGB/2024/453,subject_24,2024-09-16,Excellent performance,10
4081,OGB/2024/453,subject_1,2024-09-21,Excellent performance,10
4082,OGB/2024/453,subject_14,2024-09-13,Very bad performance,0
4083,OGB/2024/453,subject_22,2024-09-19,Fair performance,6
4084,OGB/2024/453,subject_26,2024-09-12,Fair performance,6
4085,OGB/2024/453,subject_28,2024-09-24,Fair performance,6
4086,OGB/2024/453,subject_15,2024-09-19,Good performance,8
4087,OGB/2024/453,subject_5,2024-10-05,Very bad performance,0
4088,OGB/2024/454,subject_13,2024-09-12,Excellent performance,10
4089,OGB/2024/454,subject_15,2024-10-04,Excellent performance,10
4090,OGB/2024/454,subject_22,2024-09-24,Below average performance,2
4091,OGB/2024/454,subject_2,2024-10-01,Below average performance,2
4092,OGB/2024/454,subject_27,2024-09-22,Fair performance,6
4093,OGB/2024/454,subject_6,2024-09-27,Excellent performance,10
4094,OGB/2024/454,subject_14,2024-09-09,Excellent performance,10
4095,OGB/2024/454,subject_18,2024-09-28,Very bad performance,0
4096,OGB/2024/454,subject_1,2024-09-25,Excellent performance,10
4097,OGB/2024/455,subject_3,2024-09-08,Average performance,4
4098,OGB/2024/455,subject_9,2024-09-08,Good performance,8
4099,OGB/2024/455,subject_4,2024-09-29,Excellent performance,10
4100,OGB/2024/455,subject_5,2024-09-16,Excellent performance,10
4101,OGB/2024/455,subject_8,2024-09-19,Below average performance,2
4102,OGB/2024/455,subject_6,2024-09-14,Excellent performance,10
4103,OGB/2024/455,subject_7,2024-09-18,Below average performance,2
4104,OGB/2024/455,subject_2,2024-09-24,Excellent performance,10
4105,OGB/2024/455,subject_10,2024-09-26,Very bad performance,0
4106,OGB/2024/455,subject_1,2024-09-08,Average performance,4
4107,OGB/2024/456,subject_3,2024-10-04,Very bad performance,0
4108,OGB/2024/456,subject_4,2024-09-13,Very bad performance,0
4109,OGB/2024/456,subject_2,2024-10-05,Excellent performance,10
4110,OGB/2024/456,subject_10,2024-10-07,Very bad performance,0
4111,OGB/2024/456,subject_1,2024-09-24,Good performance,8
4112,OGB/2024/456,subject_6,2024-09-23,Excellent performance,10
4113,OGB/2024/456,subject_7,2024-09-27,Good performance,8
4114,OGB/2024/456,subject_9,2024-09-26,Good performance,8
4115,OGB/2024/456,subject_8,2024-10-07,Excellent performance,10
4116,OGB/2024/456,subject_5,2024-09-16,Very bad performance,0
4117,OGB/2024/457,subject_22,2024-10-03,Excellent performance,10
4118,OGB/2024/457,subject_21,2024-09-17,Excellent performance,10
4119,OGB/2024/457,subject_2,2024-09-22,Good performance,8
4120,OGB/2024/457,subject_29,2024-09-30,Excellent performance,10
4121,OGB/2024/457,subject_24,2024-10-03,Fair performance,6
4122,OGB/2024/457,subject_17,2024-09-22,Very bad performance,0
4123,OGB/2024/457,subject_1,2024-09-22,Excellent performance,10
4124,OGB/2024/457,subject_16,2024-09-28,Below average performance,2
4125,OGB/2024/457,subject_18,2024-09-15,Good performance,8
4126,OGB/2024/458,subject_2,2024-09-12,Good performance,8
4127,OGB/2024/458,subject_10,2024-10-04,Fair performance,6
4128,OGB/2024/458,subject_3,2024-09-07,Good performance,8
4129,OGB/2024/458,subject_6,2024-09-10,Very bad performance,0
4130,OGB/2024/458,subject_7,2024-09-09,Good performance,8
4131,OGB/2024/458,subject_9,2024-10-04,Very bad performance,0
4132,OGB/2024/458,subject_5,2024-09-10,Excellent performance,10
4133,OGB/2024/458,subject_4,2024-09-26,Excellent performance,10
4134,OGB/2024/458,subject_8,2024-09-23,Good performance,8
4135,OGB/2024/459,subject_6,2024-09-26,Fair performance,6
4136,OGB/2024/459,subject_10,2024-09-30,Good performance,8
4137,OGB/2024/459,subject_2,2024-09-16,Average performance,4
4138,OGB/2024/459,subject_8,2024-09-28,Excellent performance,10
4139,OGB/2024/459,subject_3,2024-09-21,Excellent performance,10
4140,OGB/2024/459,subject_7,2024-09-13,Below average performance,2
4141,OGB/2024/459,subject_5,2024-09-22,Very bad performance,0
4142,OGB/2024/459,subject_4,2024-09-09,Fair performance,6
4143,OGB/2024/460,subject_6,2024-09-25,Very bad performance,0
4144,OGB/2024/460,subject_22,2024-09-29,Average performance,4
4145,OGB/2024/460,subject_18,2024-10-07,Average performance,4
4146,OGB/2024/460,subject_21,2024-09-21,Very bad performance,0
4147,OGB/2024/460,subject_13,2024-09-30,Good performance,8
4148,OGB/2024/460,subject_5,2024-09-07,Very bad performance,0
4149,OGB/2024/460,subject_14,2024-09-19,Excellent performance,10
4150,OGB/2024/460,subject_24,2024-10-01,Fair performance,6
4151,OGB/2024/461,subject_23,2024-09-20,Very bad performance,0
4152,OGB/2024/461,subject_5,2024-09-23,Excellent performance,10
4153,OGB/2024/461,subject_15,2024-09-12,Very bad performance,0
4154,OGB/2024/461,subject_27,2024-09-21,Excellent performance,10
4155,OGB/2024/461,subject_14,2024-10-01,Below average performance,2
4156,OGB/2024/461,subject_2,2024-09-15,Fair performance,6
4157,OGB/2024/461,subject_26,2024-09-22,Fair performance,6
4158,OGB/2024/461,subject_29,2024-09-18,Good performance,8
4159,OGB/2024/461,subject_6,2024-09-07,Excellent performance,10
4160,OGB/2024/461,subject_1,2024-09-16,Good performance,8
4161,OGB/2024/462,subject_21,2024-10-01,Below average performance,2
4162,OGB/2024/462,subject_23,2024-09-07,Good performance,8
4163,OGB/2024/462,subject_13,2024-10-03,Excellent performance,10
4164,OGB/2024/462,subject_25,2024-09-24,Very bad performance,0
4165,OGB/2024/462,subject_16,2024-09-14,Excellent performance,10
4166,OGB/2024/462,subject_18,2024-09-25,Below average performance,2
4167,OGB/2024/462,subject_5,2024-09-25,Very bad performance,0
4168,OGB/2024/462,subject_15,2024-10-06,Excellent performance,10
4169,OGB/2024/462,subject_1,2024-09-22,Good performance,8
4170,OGB/2024/462,subject_2,2024-09-08,Excellent performance,10
4171,OGB/2024/463,subject_15,2024-09-10,Fair performance,6
4172,OGB/2024/463,subject_22,2024-09-13,Good performance,8
4173,OGB/2024/463,subject_18,2024-09-30,Excellent performance,10
4174,OGB/2024/463,subject_27,2024-09-09,Very bad performance,0
4175,OGB/2024/463,subject_21,2024-09-20,Below average performance,2
4176,OGB/2024/463,subject_24,2024-09-16,Excellent performance,10
4177,OGB/2024/463,subject_28,2024-09-18,Good performance,8
4178,OGB/2024/463,subject_26,2024-09-08,Very bad performance,0
4179,OGB/2024/463,subject_6,2024-09-20,Good performance,8
4180,OGB/2024/464,subject_8,2024-09-15,Very bad performance,0
4181,OGB/2024/464,subject_5,2024-09-26,Excellent performance,10
4182,OGB/2024/464,subject_9,2024-09-07,Below average performance,2
4183,OGB/2024/464,subject_3,2024-10-02,Excellent performance,10
4184,OGB/2024/464,subject_6,2024-10-01,Very bad performance,0
4185,OGB/2024/464,subject_10,2024-09-23,Excellent performance,10
4186,OGB/2024/464,subject_2,2024-09-16,Fair performance,6
4187,OGB/2024/464,subject_1,2024-09-26,Very bad performance,0
4188,OGB/2024/465,subject_9,2024-09-09,Below average performance,2
4189,OGB/2024/465,subject_2,2024-09-12,Good performance,8
4190,OGB/2024/465,subject_7,2024-09-23,Excellent performance,10
4191,OGB/2024/465,subject_5,2024-09-10,Very bad performance,0
4192,OGB/2024/465,subject_4,2024-09-12,Excellent performance,10
4193,OGB/2024/465,subject_6,2024-09-08,Good performance,8
4194,OGB/2024/465,subject_3,2024-09-23,Excellent performance,10
4195,OGB/2024/465,subject_1,2024-09-09,Fair performance,6
4196,OGB/2024/466,subject_7,2024-09-30,Good performance,8
4197,OGB/2024/466,subject_10,2024-09-12,Very bad performance,0
4198,OGB/2024/466,subject_4,2024-10-06,Excellent performance,10
4199,OGB/2024/466,subject_1,2024-09-23,Good performance,8
4200,OGB/2024/466,subject_8,2024-09-23,Excellent performance,10
4201,OGB/2024/466,subject_3,2024-09-29,Excellent performance,10
4202,OGB/2024/466,subject_5,2024-09-07,Good performance,8
4203,OGB/2024/466,subject_6,2024-09-18,Excellent performance,10
4204,OGB/2024/466,subject_9,2024-10-03,Very bad performance,0
4205,OGB/2024/466,subject_2,2024-10-06,Excellent performance,10
4206,OGB/2024/467,subject_18,2024-09-11,Fair performance,6
4207,OGB/2024/467,subject_14,2024-09-15,Good performance,8
4208,OGB/2024/467,subject_24,2024-09-21,Fair performance,6
4209,OGB/2024/467,subject_6,2024-09-28,Fair performance,6
4210,OGB/2024/467,subject_1,2024-09-07,Good performance,8
4211,OGB/2024/467,subject_22,2024-09-16,Excellent performance,10
4212,OGB/2024/467,subject_25,2024-10-07,Below average performance,2
4213,OGB/2024/467,subject_29,2024-09-22,Excellent performance,10
