academic_record_id,student_id,subject_id,attendance_percentage,assignment_score,exam_score,final_grade
3518,OGB/2024/390,subject_21,81.46,83.8,84.42,81.35
3519,OGB/2024/390,subject_22,89.91,88.31,87.38,86.87
3520,OGB/2024/390,subject_27,89.64,83.28,48.24,63.98
3521,OGB/2024/390,subject_15,63.58,96.35,84.19,80.24
3522,OGB/2024/390,subject_2,94.69,91.75,89.47,90.23
3523,OGB/2024/390,subject_14,78.13,66.47,88.86,82.0
3524,OGB/2024/390,subject_26,71.77,80.58,47.26,60.76
3525,OGB/2024/390,subject_1,78.21,90.4,86.88,88.78
3526,OGB/2024/391,subject_29,80.67,96.18,86.65,87.32
3527,OGB/2024/391,subject_1,51.48,70.53,93.14,80.03
3528,OGB/2024/391,subject_6,62.2,43.93,55.72,53.48
3529,OGB/2024/391,subject_2,76.82,82.04,64.8,73.38
3530,OGB/2024/391,subject_26,67.84,68.46,67.06,67.28
3531,OGB/2024/391,subject_13,87.99,51.79,44.33,55.97
3532,OGB/2024/391,subject_18,76.36,63.18,93.27,82.1
3533,OGB/2024/391,subject_24,72.19,62.79,93.93,84.46
3534,OGB/2024/391,subject_15,60.01,50.19,43.27,46.74
3535,OGB/2024/391,subject_25,53.25,63.62,62.15,62.6
3536,OGB/2024/392,subject_2,55.68,49.82,69.06,60.06
3537,OGB/2024/392,subject_8,79.72,94.64,91.49,87.55
3538,OGB/2024/392,subject_3,84.81,66.56,49.12,57.54
3539,OGB/2024/392,subject_4,57.11,99.48,55.42,66.4
3540,OGB/2024/392,subject_10,81.1,43.42,66.34,62.75
3541,OGB/2024/392,subject_6,57.25,83.82,41.84,55.0
3542,OGB/2024/392,subject_9,60.7,40.72,40.23,47.34
3543,OGB/2024/392,subject_1,98.75,53.49,48.84,61.87
3544,OGB/2024/392,subject_7,81.98,56.42,92.97,82.13
3545,OGB/2024/393,subject_17,89.82,71.71,42.73,57.75
3546,OGB/2024/393,subject_25,58.99,59.75,49.21,53.72
3547,OGB/2024/393,subject_6,92.42,58.38,53.79,65.14
3548,OGB/2024/393,subject_28,85.1,71.14,49.71,59.27
3549,OGB/2024/393,subject_1,91.79,87.59,48.42,62.45
3550,OGB/2024/393,subject_16,60.31,79.95,71.08,72.91
3551,OGB/2024/393,subject_24,88.77,52.95,49.12,55.11
3552,OGB/2024/393,subject_15,75.27,82.74,99.02,92.54
3553,OGB/2024/394,subject_23,72.89,66.47,79.07,78.0
3554,OGB/2024/394,subject_6,61.17,87.61,73.25,72.52
3555,OGB/2024/394,subject_22,81.72,43.69,43.26,52.97
3556,OGB/2024/394,subject_29,58.38,55.71,77.16,66.17
3557,OGB/2024/394,subject_1,92.47,43.18,84.93,76.46
3558,OGB/2024/394,subject_28,83.22,87.66,77.01,83.32
3559,OGB/2024/394,subject_5,85.97,62.14,62.09,66.17
3560,OGB/2024/394,subject_25,61.28,60.84,83.43,76.19
3561,OGB/2024/395,subject_1,60.74,88.83,91.57,82.02
3562,OGB/2024/395,subject_4,59.69,74.66,77.64,74.09
3563,OGB/2024/395,subject_6,89.19,66.3,91.56,83.85
3564,OGB/2024/395,subject_9,87.47,92.77,86.09,84.97
3565,OGB/2024/395,subject_7,76.36,40.98,54.65,54.07
3566,OGB/2024/395,subject_2,55.18,99.6,97.11,86.99
3567,OGB/2024/395,subject_8,78.82,61.44,99.59,85.43
3568,OGB/2024/395,subject_10,55.49,74.44,83.42,74.91
3569,OGB/2024/395,subject_3,63.57,45.02,98.67,79.59
3570,OGB/2024/396,subject_10,59.05,90.87,99.67,91.57
3571,OGB/2024/396,subject_2,53.57,52.38,71.15,66.49
3572,OGB/2024/396,subject_7,75.94,70.84,71.54,74.25
3573,OGB/2024/396,subject_8,74.97,68.21,44.42,52.47
3574,OGB/2024/396,subject_5,79.07,42.69,75.13,72.14
3575,OGB/2024/396,subject_4,82.65,85.38,40.64,60.54
3576,OGB/2024/396,subject_1,81.36,99.62,61.85,73.19
3577,OGB/2024/396,subject_9,54.32,76.23,65.79,67.85
3578,OGB/2024/397,subject_13,50.84,40.67,88.09,70.73
3579,OGB/2024/397,subject_23,73.38,59.64,72.19,70.72
3580,OGB/2024/397,subject_29,59.04,68.67,53.19,57.19
3581,OGB/2024/397,subject_22,80.53,87.34,86.7,88.2
3582,OGB/2024/397,subject_5,94.93,86.3,52.26,68.82
3583,OGB/2024/397,subject_21,94.37,92.28,83.25,86.72
3584,OGB/2024/397,subject_27,73.62,78.52,60.19,65.97
3585,OGB/2024/397,subject_1,66.98,93.13,82.02,82.16
3586,OGB/2024/397,subject_6,68.27,57.71,58.6,58.69
3587,OGB/2024/397,subject_2,90.03,81.85,49.3,66.44
3588,OGB/2024/398,subject_5,86.51,92.32,98.26,97.53
3589,OGB/2024/398,subject_15,70.92,92.67,45.79,62.62
3590,OGB/2024/398,subject_17,74.46,76.24,56.92,64.53
3591,OGB/2024/398,subject_14,87.44,42.02,69.78,70.03
3592,OGB/2024/398,subject_2,82.98,51.98,56.89,61.2
3593,OGB/2024/398,subject_6,54.06,50.39,97.48,79.92
3594,OGB/2024/398,subject_22,68.22,57.34,97.09,80.73
3595,OGB/2024/398,subject_27,99.3,41.71,93.06,86.48
3596,OGB/2024/399,subject_3,60.45,43.54,74.32,63.76
3597,OGB/2024/399,subject_2,78.6,74.85,75.18,76.57
3598,OGB/2024/399,subject_10,57.69,69.4,58.29,62.86
3599,OGB/2024/399,subject_8,61.37,76.4,86.62,77.92
3600,OGB/2024/399,subject_6,76.36,90.15,92.05,90.87
3601,OGB/2024/399,subject_7,88.29,64.61,84.62,83.46
3602,OGB/2024/399,subject_4,63.06,42.36,43.41,46.04
3603,OGB/2024/399,subject_5,66.33,52.28,53.16,53.36
3604,OGB/2024/400,subject_4,82.69,52.28,96.71,82.92
3605,OGB/2024/400,subject_5,77.14,74.5,82.08,77.14
3606,OGB/2024/400,subject_3,83.08,49.8,57.37,58.75
3607,OGB/2024/400,subject_6,96.36,97.87,60.36,76.32
3608,OGB/2024/400,subject_1,64.26,72.95,64.56,67.18
3609,OGB/2024/400,subject_7,89.71,86.02,85.25,85.46
3610,OGB/2024/400,subject_2,79.66,82.83,52.84,62.37
3611,OGB/2024/400,subject_9,92.56,56.79,54.71,63.52
3612,OGB/2024/401,subject_18,57.74,52.2,49.25,52.04
3613,OGB/2024/401,subject_6,79.88,62.75,56.67,60.97
3614,OGB/2024/401,subject_25,53.02,65.42,87.67,74.21
3615,OGB/2024/401,subject_26,98.08,67.29,40.54,58.97
3616,OGB/2024/401,subject_16,73.69,65.26,61.0,67.07
3617,OGB/2024/401,subject_17,77.92,52.01,86.31,80.39
3618,OGB/2024/401,subject_15,62.52,46.44,88.37,73.66
3619,OGB/2024/401,subject_21,52.19,90.09,66.48,66.32
3620,OGB/2024/401,subject_14,70.59,72.64,96.02,87.38
3621,OGB/2024/402,subject_7,84.08,80.26,88.45,85.79
3622,OGB/2024/402,subject_5,75.47,58.38,99.15,85.45
3623,OGB/2024/402,subject_3,52.21,73.55,65.97,65.64
3624,OGB/2024/402,subject_1,77.33,73.55,44.6,57.36
3625,OGB/2024/402,subject_6,93.87,89.1,55.59,69.9
3626,OGB/2024/402,subject_4,98.94,60.46,53.0,61.15
3627,OGB/2024/402,subject_8,57.38,96.13,68.04,71.41
3628,OGB/2024/402,subject_10,71.55,62.78,74.19,71.96
3629,OGB/2024/402,subject_2,68.48,45.04,87.11,72.33
3630,OGB/2024/402,subject_9,89.59,49.07,77.18,76.33
3631,OGB/2024/403,subject_8,58.14,96.44,58.4,63.56
3632,OGB/2024/403,subject_6,64.4,61.99,56.36,61.22
3633,OGB/2024/403,subject_4,93.13,88.45,69.19,76.89
3634,OGB/2024/403,subject_7,88.97,62.08,53.0,62.44
3635,OGB/2024/403,subject_10,95.33,49.1,98.2,87.45
3636,OGB/2024/403,subject_9,79.62,61.66,65.27,66.71
3637,OGB/2024/403,subject_5,56.91,76.4,98.26,85.25
3638,OGB/2024/403,subject_3,60.73,40.2,59.66,54.64
3639,OGB/2024/403,subject_1,98.32,53.22,64.7,70.66
3640,OGB/2024/404,subject_18,87.16,95.87,98.99,95.58
3641,OGB/2024/404,subject_26,77.4,52.19,85.46,78.22
3642,OGB/2024/404,subject_6,86.11,56.23,74.91,72.99
3643,OGB/2024/404,subject_28,74.27,84.56,66.25,73.61
3644,OGB/2024/404,subject_27,87.25,90.11,93.51,94.55
3645,OGB/2024/404,subject_1,65.12,41.77,85.41,73.93
3646,OGB/2024/404,subject_22,66.83,99.3,81.18,83.75
3647,OGB/2024/404,subject_5,88.83,65.25,82.86,82.24
3648,OGB/2024/404,subject_23,73.42,69.39,73.59,73.01
3649,OGB/2024/404,subject_29,78.72,52.31,89.9,79.76
3650,OGB/2024/405,subject_24,58.32,81.44,92.21,83.98
3651,OGB/2024/405,subject_14,80.21,49.66,41.32,48.31
3652,OGB/2024/405,subject_25,88.38,56.7,41.88,56.09
3653,OGB/2024/405,subject_27,71.63,56.94,57.83,63.06
3654,OGB/2024/405,subject_13,50.01,87.88,77.04,72.17
3655,OGB/2024/405,subject_1,56.39,47.8,67.5,60.15
3656,OGB/2024/405,subject_21,90.68,53.47,61.13,67.86
3657,OGB/2024/405,subject_23,70.86,81.13,89.01,82.72
3658,OGB/2024/405,subject_29,76.92,73.69,88.6,85.85
3659,OGB/2024/406,subject_8,69.13,89.54,48.7,57.96
3660,OGB/2024/406,subject_3,92.74,71.94,95.93,90.18
3661,OGB/2024/406,subject_5,68.55,76.07,82.17,81.01
3662,OGB/2024/406,subject_4,91.15,88.3,97.0,91.11
3663,OGB/2024/406,subject_2,52.11,91.78,56.81,62.61
3664,OGB/2024/406,subject_10,86.61,57.94,86.01,77.78
3665,OGB/2024/406,subject_9,54.36,62.36,56.93,59.94
3666,OGB/2024/406,subject_6,75.36,93.57,70.39,78.27
3667,OGB/2024/406,subject_7,53.44,51.1,84.78,73.31
3668,OGB/2024/407,subject_3,51.86,99.81,61.0,66.59
3669,OGB/2024/407,subject_6,59.47,46.47,50.42,50.48
3670,OGB/2024/407,subject_2,66.45,48.3,67.93,64.46
3671,OGB/2024/407,subject_9,76.02,64.67,68.09,69.86
3672,OGB/2024/407,subject_1,93.57,50.42,98.5,89.98
3673,OGB/2024/407,subject_10,85.26,73.63,73.13,76.85
3674,OGB/2024/407,subject_7,76.52,86.93,72.83,79.07
3675,OGB/2024/407,subject_8,91.37,67.6,69.87,74.21
3676,OGB/2024/407,subject_5,74.57,94.41,60.58,72.75
3677,OGB/2024/408,subject_8,72.85,63.89,87.49,80.67
3678,OGB/2024/408,subject_10,62.6,83.33,47.45,55.65
3679,OGB/2024/408,subject_6,81.62,76.69,83.04,83.5
3680,OGB/2024/408,subject_9,77.14,84.59,63.21,72.23
3681,OGB/2024/408,subject_1,50.29,55.06,63.94,59.62
3682,OGB/2024/408,subject_5,78.18,69.62,57.04,61.42
3683,OGB/2024/408,subject_4,68.4,59.59,55.02,56.98
3684,OGB/2024/408,subject_7,99.65,63.64,99.5,90.42
3685,OGB/2024/408,subject_3,88.57,76.98,66.16,74.42
3686,OGB/2024/408,subject_2,69.9,84.86,85.4,83.25
3687,OGB/2024/409,subject_29,99.99,88.35,49.99,64.87
3688,OGB/2024/409,subject_27,74.0,85.98,80.36,80.72
3689,OGB/2024/409,subject_23,57.66,63.14,48.37,55.67
3690,OGB/2024/409,subject_1,83.47,82.77,70.52,75.39
3691,OGB/2024/409,subject_18,66.7,63.86,63.67,61.71
3692,OGB/2024/409,subject_5,82.17,57.18,92.19,84.13
3693,OGB/2024/409,subject_28,93.05,59.66,75.23,74.78
3694,OGB/2024/409,subject_17,61.09,40.05,68.42,60.75
3695,OGB/2024/409,subject_14,99.56,47.96,71.22,71.03
3696,OGB/2024/410,subject_2,64.98,99.79,90.59,88.63
3697,OGB/2024/410,subject_10,66.39,75.29,49.13,56.47
3698,OGB/2024/410,subject_5,55.14,71.02,98.08,85.23
3699,OGB/2024/410,subject_3,80.0,95.93,97.38,96.07
3700,OGB/2024/410,subject_1,89.96,65.21,93.82,86.04
3701,OGB/2024/410,subject_4,94.05,40.77,70.46,70.49
3702,OGB/2024/410,subject_7,95.38,48.22,89.69,82.8
3703,OGB/2024/410,subject_9,58.28,70.85,57.58,62.14
3704,OGB/2024/410,subject_6,59.48,53.45,92.45,80.71
3705,OGB/2024/410,subject_8,81.19,78.62,58.8,67.99
3706,OGB/2024/411,subject_14,50.69,80.76,63.43,64.93
3707,OGB/2024/411,subject_5,73.34,96.1,45.74,61.99
3708,OGB/2024/411,subject_2,97.63,49.05,89.59,85.99
3709,OGB/2024/411,subject_23,53.35,46.47,66.12,62.08
3710,OGB/2024/411,subject_28,93.95,89.74,51.21,68.61
3711,OGB/2024/411,subject_22,86.77,62.27,63.47,65.59
3712,OGB/2024/411,subject_15,79.69,75.03,40.31,56.34
3713,OGB/2024/411,subject_1,61.58,99.95,88.75,86.61
3714,OGB/2024/412,subject_26,70.64,79.38,46.02,58.64
3715,OGB/2024/412,subject_2,78.15,68.83,60.93,63.95
3716,OGB/2024/412,subject_6,93.38,69.06,43.66,58.89
3717,OGB/2024/412,subject_15,60.54,77.3,95.13,86.45
3718,OGB/2024/412,subject_13,64.48,67.27,79.95,71.91
3719,OGB/2024/412,subject_28,56.57,97.37,91.45,82.78
3720,OGB/2024/412,subject_1,99.36,77.66,61.7,74.69
3721,OGB/2024/412,subject_16,50.27,74.16,68.72,63.74
3722,OGB/2024/413,subject_1,62.92,59.11,90.69,81.53
3723,OGB/2024/413,subject_22,90.01,88.58,49.28,68.28
3724,OGB/2024/413,subject_6,91.01,52.14,95.65,83.18
3725,OGB/2024/413,subject_25,97.93,68.18,90.63,85.69
3726,OGB/2024/413,subject_2,50.27,95.93,69.45,68.18
3727,OGB/2024/413,subject_17,95.86,81.04,55.04,66.19
3728,OGB/2024/413,subject_14,70.14,97.86,81.55,84.15
3729,OGB/2024/413,subject_15,77.45,72.62,75.45,77.02
3730,OGB/2024/414,subject_29,99.92,65.43,93.07,88.8
3731,OGB/2024/414,subject_14,52.09,51.65,99.34,80.61
3732,OGB/2024/414,subject_2,77.68,47.97,61.25,62.17
3733,OGB/2024/414,subject_27,83.95,41.97,87.93,75.45
3734,OGB/2024/414,subject_24,73.45,58.58,64.06,62.09
3735,OGB/2024/414,subject_17,62.46,79.04,45.57,52.93
3736,OGB/2024/414,subject_13,51.31,48.49,45.49,45.38
3737,OGB/2024/414,subject_6,63.04,53.43,66.98,62.33
3738,OGB/2024/415,subject_27,52.15,48.36,98.91,79.05
3739,OGB/2024/415,subject_29,99.08,77.32,74.94,80.75
3740,OGB/2024/415,subject_24,78.26,71.63,65.2,71.23
3741,OGB/2024/415,subject_16,66.85,79.66,41.87,54.33
3742,OGB/2024/415,subject_18,75.52,53.85,40.47,48.57
3743,OGB/2024/415,subject_28,66.86,50.29,92.89,79.72
3744,OGB/2024/415,subject_14,79.72,76.26,96.96,89.47
3745,OGB/2024/415,subject_15,93.9,48.3,98.17,88.44
3746,OGB/2024/415,subject_25,74.01,68.79,82.81,75.43
3747,OGB/2024/416,subject_28,99.36,88.13,94.44,96.42
3748,OGB/2024/416,subject_16,80.56,87.62,48.26,59.96
3749,OGB/2024/416,subject_29,81.5,82.92,91.69,86.08
3750,OGB/2024/416,subject_18,55.26,93.18,57.96,63.73
3751,OGB/2024/416,subject_23,64.75,63.38,58.55,60.33
3752,OGB/2024/416,subject_2,55.23,76.18,67.32,64.3
3753,OGB/2024/416,subject_25,96.63,53.6,79.66,80.12
3754,OGB/2024/416,subject_14,68.61,79.57,93.35,83.34
3755,OGB/2024/416,subject_24,96.42,50.11,86.28,79.97
3756,OGB/2024/417,subject_25,54.94,97.11,57.38,63.74
3757,OGB/2024/417,subject_15,95.24,71.95,94.39,90.04
3758,OGB/2024/417,subject_17,82.35,45.61,51.26,55.58
3759,OGB/2024/417,subject_13,74.01,53.51,40.86,48.25
3760,OGB/2024/417,subject_14,62.84,97.96,62.85,68.69
3761,OGB/2024/417,subject_29,88.57,50.03,43.04,53.43
3762,OGB/2024/417,subject_22,80.2,91.04,44.58,59.66
3763,OGB/2024/417,subject_24,73.84,61.84,98.27,88.07
3764,OGB/2024/417,subject_27,70.22,61.99,43.25,54.42
3765,OGB/2024/418,subject_13,95.56,77.68,84.44,86.52
3766,OGB/2024/418,subject_18,93.74,67.74,62.31,69.23
3767,OGB/2024/418,subject_24,70.57,74.1,44.78,54.55
3768,OGB/2024/418,subject_28,77.46,60.5,55.68,58.48
3769,OGB/2024/418,subject_29,70.04,68.71,52.94,59.47
3770,OGB/2024/418,subject_15,55.65,56.64,97.87,81.13
3771,OGB/2024/418,subject_6,54.26,59.19,54.44,56.72
3772,OGB/2024/418,subject_14,70.97,96.89,64.47,74.27
3773,OGB/2024/419,subject_13,72.89,55.28,78.23,74.66
3774,OGB/2024/419,subject_17,61.85,46.13,62.79,57.07
3775,OGB/2024/419,subject_14,87.7,51.41,88.85,80.7
3776,OGB/2024/419,subject_16,55.79,74.5,63.57,62.43
3777,OGB/2024/419,subject_2,87.95,42.27,42.32,51.03
3778,OGB/2024/419,subject_23,82.7,98.29,78.8,81.39
3779,OGB/2024/419,subject_29,61.47,87.33,40.39,55.8
3780,OGB/2024/419,subject_6,69.3,58.16,71.85,68.92
3781,OGB/2024/419,subject_5,97.21,61.53,74.9,77.67
3782,OGB/2024/419,subject_21,96.53,45.24,66.21,70.12
3783,OGB/2024/420,subject_10,77.73,50.47,67.57,67.55
3784,OGB/2024/420,subject_1,71.48,98.01,79.36,80.8
3785,OGB/2024/420,subject_3,70.67,78.18,64.17,67.57
3786,OGB/2024/420,subject_9,88.59,50.8,75.54,75.77
3787,OGB/2024/420,subject_2,77.7,98.84,49.77,66.08
3788,OGB/2024/420,subject_7,65.89,94.0,58.18,66.42
3789,OGB/2024/420,subject_6,66.06,84.69,62.85,65.06
3790,OGB/2024/420,subject_8,84.89,86.44,80.23,84.48
3791,OGB/2024/420,subject_5,95.13,77.49,73.07,79.62
3792,OGB/2024/421,subject_6,64.51,62.86,90.56,79.09
3793,OGB/2024/421,subject_13,67.33,61.28,66.46,66.46
3794,OGB/2024/421,subject_23,63.73,73.91,70.61,71.56
3795,OGB/2024/421,subject_22,50.59,42.45,52.42,50.8
3796,OGB/2024/421,subject_5,63.01,88.92,74.84,78.21
3797,OGB/2024/421,subject_24,90.73,40.5,89.9,82.78
3798,OGB/2024/421,subject_15,93.35,55.37,49.79,62.41
3799,OGB/2024/421,subject_29,90.21,51.85,99.21,90.49
3800,OGB/2024/421,subject_2,60.54,96.3,40.26,54.18
3801,OGB/2024/421,subject_27,98.62,67.79,90.95,89.61
3802,OGB/2024/422,subject_1,57.35,78.59,94.34,81.93
3803,OGB/2024/422,subject_2,82.99,74.89,77.62,78.39
3804,OGB/2024/422,subject_10,52.96,93.47,64.55,66.78
3805,OGB/2024/422,subject_7,90.93,76.32,54.98,65.58
3806,OGB/2024/422,subject_6,68.83,87.87,76.8,77.49
3807,OGB/2024/422,subject_4,62.85,69.63,95.62,86.22
3808,OGB/2024/422,subject_3,85.0,76.99,84.36,84.87
3809,OGB/2024/422,subject_5,93.52,88.86,70.01,80.5
3810,OGB/2024/422,subject_8,66.59,67.36,93.63,80.26
3811,OGB/2024/423,subject_24,51.6,57.0,73.07,65.13
3812,OGB/2024/423,subject_22,84.43,52.4,55.19,62.82
3813,OGB/2024/423,subject_21,95.96,40.46,77.45,72.02
3814,OGB/2024/423,subject_15,67.4,78.78,68.2,70.15
3815,OGB/2024/423,subject_26,80.21,50.95,70.27,70.49
3816,OGB/2024/423,subject_5,69.26,99.95,97.08,93.7
3817,OGB/2024/423,subject_29,98.47,72.49,56.3,66.84
3818,OGB/2024/423,subject_16,68.39,78.98,65.2,71.06
3819,OGB/2024/423,subject_14,95.4,91.16,76.15,84.31
3820,OGB/2024/424,subject_21,90.65,98.44,50.45,69.1
3821,OGB/2024/424,subject_26,96.39,61.06,58.52,68.2
3822,OGB/2024/424,subject_28,57.81,42.88,65.55,58.92
3823,OGB/2024/424,subject_17,57.7,53.59,82.88,72.88
3824,OGB/2024/424,subject_16,66.17,49.28,73.9,64.71
3825,OGB/2024/424,subject_6,52.59,44.79,69.93,60.84
3826,OGB/2024/424,subject_15,90.15,63.42,93.16,88.77
3827,OGB/2024/424,subject_23,81.47,82.56,47.48,60.75
3828,OGB/2024/424,subject_27,81.51,93.42,78.03,81.44
3829,OGB/2024/425,subject_15,88.67,87.77,85.02,88.94
3830,OGB/2024/425,subject_21,50.96,66.9,86.26,77.62
3831,OGB/2024/425,subject_25,61.96,48.28,65.18,60.15
3832,OGB/2024/425,subject_27,53.52,48.08,59.45,56.36
3833,OGB/2024/425,subject_18,73.46,74.71,92.7,87.74
3834,OGB/2024/425,subject_28,62.32,97.13,42.87,59.56
3835,OGB/2024/425,subject_17,54.23,76.12,95.7,80.85
3836,OGB/2024/425,subject_23,64.31,93.07,65.63,72.59
3837,OGB/2024/425,subject_5,71.96,84.45,57.09,67.59
3838,OGB/2024/425,subject_1,82.99,67.95,88.83,81.46
3839,OGB/2024/426,subject_1,55.3,84.4,81.37,78.08
3840,OGB/2024/426,subject_4,73.97,84.38,67.78,74.07
3841,OGB/2024/426,subject_2,76.22,63.67,74.57,74.91
3842,OGB/2024/426,subject_5,72.4,54.85,73.07,70.73
3843,OGB/2024/426,subject_8,56.38,51.83,48.42,50.48
3844,OGB/2024/426,subject_9,91.66,46.16,68.23,68.99
3845,OGB/2024/426,subject_6,67.77,50.53,85.33,74.46
3846,OGB/2024/426,subject_7,97.29,40.01,51.74,59.31
3847,OGB/2024/426,subject_10,65.54,45.78,75.18,69.86
3848,OGB/2024/427,subject_7,54.88,82.34,52.09,57.81
3849,OGB/2024/427,subject_8,93.15,90.58,70.85,78.46
3850,OGB/2024/427,subject_2,56.0,66.58,82.26,70.89
3851,OGB/2024/427,subject_4,94.58,82.18,80.25,84.69
3852,OGB/2024/427,subject_1,60.18,85.51,80.66,77.21
3853,OGB/2024/427,subject_9,83.61,72.74,91.54,87.6
3854,OGB/2024/427,subject_10,55.46,99.82,63.21,69.54
3855,OGB/2024/427,subject_6,84.1,81.07,41.32,57.43
3856,OGB/2024/427,subject_3,64.87,64.43,60.39,63.48
3857,OGB/2024/427,subject_5,78.71,67.0,85.09,78.69
3858,OGB/2024/428,subject_13,92.88,78.69,43.63,60.4
3859,OGB/2024/428,subject_25,71.71,46.57,47.45,52.82
3860,OGB/2024/428,subject_27,64.76,56.21,44.68,51.38
3861,OGB/2024/428,subject_14,59.98,71.82,70.93,69.12
3862,OGB/2024/428,subject_28,98.2,64.77,54.86,63.48
3863,OGB/2024/428,subject_18,69.52,72.8,45.43,55.19
3864,OGB/2024/428,subject_24,67.57,61.03,92.1,79.32
3865,OGB/2024/428,subject_2,58.17,77.99,68.14,65.59
3866,OGB/2024/428,subject_1,91.72,47.67,92.28,83.46
3867,OGB/2024/429,subject_1,85.54,81.7,80.69,80.13
3868,OGB/2024/429,subject_5,99.22,82.1,60.42,73.59
3869,OGB/2024/429,subject_17,89.98,60.31,71.06,75.67
3870,OGB/2024/429,subject_23,59.69,40.27,96.63,80.41
3871,OGB/2024/429,subject_21,75.84,44.97,69.85,68.97
3872,OGB/2024/429,subject_2,90.17,87.1,90.98,91.25
3873,OGB/2024/429,subject_22,80.36,70.64,48.6,57.94
3874,OGB/2024/429,subject_13,76.37,52.64,54.09,60.94
3875,OGB/2024/429,subject_6,92.2,77.73,68.22,73.7
3876,OGB/2024/429,subject_24,69.76,69.33,47.57,56.92
3877,OGB/2024/430,subject_10,89.37,51.79,69.55,68.82
3878,OGB/2024/430,subject_8,81.94,81.53,52.7,65.77
3879,OGB/2024/430,subject_7,95.77,47.6,83.9,78.22
3880,OGB/2024/430,subject_5,90.02,54.51,68.01,66.81
3881,OGB/2024/430,subject_9,81.72,96.03,80.9,86.62
3882,OGB/2024/430,subject_4,72.16,52.18,60.52,60.68
3883,OGB/2024/430,subject_6,53.75,51.62,94.82,75.02
3884,OGB/2024/430,subject_1,66.7,57.49,44.63,50.86
3885,OGB/2024/431,subject_4,83.14,57.53,92.03,85.38
3886,OGB/2024/431,subject_1,89.24,89.08,89.56,87.99
3887,OGB/2024/431,subject_8,61.53,74.03,82.25,76.29
3888,OGB/2024/431,subject_10,55.89,61.82,47.33,53.22
3889,OGB/2024/431,subject_2,59.45,94.66,64.44,70.08
3890,OGB/2024/431,subject_9,96.09,83.18,69.43,77.58
3891,OGB/2024/431,subject_7,94.7,66.57,42.99,55.48
3892,OGB/2024/431,subject_5,64.01,69.4,47.17,52.34
3893,OGB/2024/431,subject_6,93.63,45.53,97.69,86.5
3894,OGB/2024/432,subject_2,62.69,55.3,50.37,55.74
3895,OGB/2024/432,subject_10,81.81,65.69,76.21,77.77
3896,OGB/2024/432,subject_3,84.26,79.29,58.22,67.69
3897,OGB/2024/432,subject_5,60.12,66.14,53.14,57.2
3898,OGB/2024/432,subject_4,86.92,45.32,42.23,54.72
3899,OGB/2024/432,subject_7,71.05,46.16,77.98,71.39
3900,OGB/2024/432,subject_6,76.59,73.25,55.03,65.81
3901,OGB/2024/432,subject_8,61.21,73.71,85.67,77.96
3902,OGB/2024/433,subject_22,91.42,79.04,64.89,70.59
3903,OGB/2024/433,subject_6,78.16,94.19,90.05,86.08
3904,OGB/2024/433,subject_15,75.76,85.55,98.09,93.63
3905,OGB/2024/433,subject_25,58.14,77.09,70.31,70.07
3906,OGB/2024/433,subject_14,80.96,58.68,97.0,86.71
3907,OGB/2024/433,subject_21,79.37,68.17,46.46,56.44
3908,OGB/2024/433,subject_28,94.74,60.63,54.22,65.72
3909,OGB/2024/433,subject_16,96.37,60.25,62.43,68.84
3910,OGB/2024/433,subject_27,84.19,70.84,78.87,78.39
3911,OGB/2024/433,subject_5,94.62,94.46,79.44,82.84
3912,OGB/2024/434,subject_2,54.31,52.13,79.8,67.09
3913,OGB/2024/434,subject_5,99.64,99.82,64.85,81.68
3914,OGB/2024/434,subject_1,77.64,75.25,54.42,64.94
3915,OGB/2024/434,subject_7,75.12,54.2,99.5,86.02
3916,OGB/2024/434,subject_6,64.61,77.63,80.13,78.88
3917,OGB/2024/434,subject_3,50.11,97.09,86.84,81.31
3918,OGB/2024/434,subject_8,73.59,89.87,52.71,66.15
3919,OGB/2024/434,subject_9,86.68,98.41,82.67,86.41
3920,OGB/2024/434,subject_10,86.16,60.26,88.53,80.68
3921,OGB/2024/434,subject_4,92.12,56.0,55.07,60.5
3922,OGB/2024/435,subject_1,94.02,51.1,80.51,80.12
3923,OGB/2024/435,subject_14,51.39,74.08,79.18,71.06
3924,OGB/2024/435,subject_13,68.83,76.44,99.05,85.51
3925,OGB/2024/435,subject_29,54.76,97.97,76.08,76.98
3926,OGB/2024/435,subject_2,59.23,71.71,49.8,54.13
3927,OGB/2024/435,subject_21,67.76,73.62,61.51,66.65
3928,OGB/2024/435,subject_27,51.31,85.9,86.87,82.21
3929,OGB/2024/435,subject_6,53.7,52.99,98.31,80.64
3930,OGB/2024/435,subject_26,62.47,71.13,48.18,57.04
3931,OGB/2024/436,subject_26,96.91,90.07,61.24,74.26
3932,OGB/2024/436,subject_28,76.15,97.02,40.09,56.02
3933,OGB/2024/436,subject_24,50.96,79.88,96.01,81.99
3934,OGB/2024/436,subject_29,98.48,82.62,92.05,89.02
3935,OGB/2024/436,subject_6,66.97,67.41,61.55,64.99
3936,OGB/2024/436,subject_17,86.98,83.68,52.75,63.99
3937,OGB/2024/436,subject_22,74.16,83.17,74.8,75.86
3938,OGB/2024/436,subject_14,52.35,48.23,71.23,63.97
3939,OGB/2024/436,subject_1,70.19,81.72,96.04,85.6
3940,OGB/2024/436,subject_13,56.68,99.75,41.94,57.38
